id;name;category;kcal_100g;protein_100g;fat_100g;carb_100g;portion_g;price;shop;tags;composition;url;photo
goods;Каталог товаров;Готовая еда;;;;;;200.0;vkusvill;;;https://vkusvill.ru/goods/;
krem-sup-s-lesnymi-gribami-89166.html;Крем-суп с лесными грибами;Готовая еда;125.1;;;;;192.0;vkusvill;;Состав                                                                                                                                                       Картофель свежий, сливки питьевые ультрапастеризованные м;https://vkusvill.ru/goods/krem-sup-s-lesnymi-gribami-89166.html;
sup-kurinyy-s-domashney-lapshoy-19434.html;"Суп ""Куриный"" с домашней лапшой";Готовая еда;74.1;3.3;3.7;6.9;;198.0;vkusvill;;Состав                                                                                                                                                       бульон куриный процеженный, филе куриной грудки, лапша (мука пшеничная хлебопекарная высшего сорта, яйцо куриное пищевое, вода питьевая, соль пищевая), лук репчатый свежий, морковь столовая свежая, соль пищевая, петрушка свежая (зелень), перец чёрный молотый;https://vkusvill.ru/goods/sup-kurinyy-s-domashney-lapshoy-19434.html;
zapekanka-tvorozhnaya-s-chernikoy-39480.html;Запеканка творожная с черникой;Готовая еда;149.9;4.7;;;;255.0;vkusvill;;Состав                                                                                                                                                       ПРО ВКУС ООО: творог м;https://vkusvill.ru/goods/zapekanka-tvorozhnaya-s-chernikoy-39480.html;
sup-s-frikadelkami-iz-indeyki-16416.html;Суп с фрикадельками из индейки;Готовая еда;22.8;1.9;0.4;2.9;;198.0;vkusvill;;Состав                                                                                                                                                       бульон куриный процеженный, филе грудки индейки охлаждённое, картофель свежий, морковь столовая свежая, лук репчатый свежий, лук-порей свежий, укроп свежий (зелень), соль пищевая, перец черный молотый;https://vkusvill.ru/goods/sup-s-frikadelkami-iz-indeyki-16416.html;
salat-chuka;Салат чука;Готовая еда;;;;;;200.0;vkusvill;;;https://vkusvill.ru/goods/gotovaya-eda/salat-chuka/;
vtorye-blyuda-s-ryboy-i-moreproduktami;Вторые блюда с рыбой и морепродуктами;Готовая еда;;4.9;;;;200.0;vkusvill;;;https://vkusvill.ru/goods/gotovaya-eda/vtorye-blyuda/vtorye-blyuda-s-ryboy-i-moreproduktami/;
bliny-i-oladi;Блины и оладьи;Готовая еда;;;;;;200.0;vkusvill;;;https://vkusvill.ru/goods/gotovaya-eda/bliny-i-oladi/;
salat-tykvennyy-s-indeykoy-68028.html;Салат тыквенный с индейкой;Готовая еда;81.9;;;;;318.0;vkusvill;;Состав                                                                                                                                                       капуста пекинская свежая, соус ананасово-мятный (ананас консервированный (ананас свежий (кольца), вода питьевая, сахар, регулятор кислотности - лимонная кислота), масло подсолнечное рафинированное дезодорированное, сок лимонный прямого отжима, сахар, мята свежая, соль пищевая), тыква продовольственная свежая, дайкон свежий, мясо индейки варено-копченое (филе грудки индейки, соль пищевая, сахар, кориандр зерна, черный перец горошек, тмин зерна, чеснок свежий, лавровый лист, тимьян сушеный) , перец сладкий свежий, семена тыквы очищенные обжаренные;https://vkusvill.ru/goods/salat-tykvennyy-s-indeykoy-68028.html;
salaty;Салаты;Готовая еда;;;;;;200.0;vkusvill;;е рис с рисовым уксусом, ломтики слабосолёной форели, огурец, творожный сыр и немного нори;https://vkusvill.ru/goods/gotovaya-eda/salaty/?PAGEN_1=5;
