id,name,price,category,url,shop,photo,composition,tags,portion_g,kcal_100g,protein_100g,fat_100g,carb_100g
sendvich-roll-s-buzheninoy-zapechennoy-21419,Сэндвич ролл с бужениной запеченной,223,Готовая еда,https://vkusvill.ru/goods/sendvich-roll-s-buzheninoy-zapechennoy-21419.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Чем отличается продукт ВкусВилла Приготовили сэндвич-ролл без лука. Легко взять с собой, удобно перекусить в дороге. Состав проверен: нет усилителей вкуса, консервантов, искусственных ароматизаторов и красителей",,175.0г,268,8.4,13.6,28
eskalop-iz-svininy-zharennyy-ves-sp-104503,"Эскалоп из свинины жаренный вес., СП",880,Готовая еда,https://vkusvill.ru/goods/eskalop-iz-svininy-zharennyy-ves-sp-104503.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"шея свиная охлажденная, лук свежий репчатый, масло подсолнечное рафинированное, дезодорированное, соль пищевая, чеснок сушеный молотый",,100.0г,295,17,25,0.5
sup-iz-pechenykh-tomatov-s-krevetkami-99853,Суп из печеных томатов с креветками,238,Готовая еда,https://vkusvill.ru/goods/sup-iz-pechenykh-tomatov-s-krevetkami-99853.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Бульон говяжий процеженный (вода питьевая, говядина (произведено из охлажденного сырья), соль пищевая, лук репчатый свежий, морковь столовая свежая, корень сельдерея свежий, чеснок свежий), томаты в собственном соку (томаты очищенные",,270.0г,78.2,3.7,4.2,6.4
sup-pyure-s-gribami-19435,Суп-пюре с грибами,218,Готовая еда,https://vkusvill.ru/goods/sup-pyure-s-gribami-19435.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"грибы шампиньоны свежие, сливки массовая доля жира 22 %, картофель свежий, лук репчатый свежий, масло подсолнечное рафинированное дезодорированное, мука пшеничная хлебопекарная высшего сорта, масло сладко-сливочное несолёное массовая",,270.0г,81.2,2,5.6,5.7
lepeshka-s-syrom-i-zelenyu-65193,Лепешка с сыром и зеленью,284,Готовая еда,https://vkusvill.ru/goods/lepeshka-s-syrom-i-zelenyu-65193.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"мука пшеничная хлебопекарная высшего сорта, вода питьевая, сыр сулугуни м.д.ж. в сухом веществе 45% (молоко пастеризованное, закваска термофильных молочнокислых микроорганизмов, соль пищевая, молокосвертывающий ферментный препарат ми",,175.0г,208.7,10.4,9.1,21.3
batter-chiken-s-risom-92330,Баттер Чикен с рисом,348,Готовая еда,https://vkusvill.ru/goods/batter-chiken-s-risom-92330.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Рис басмати отварной (вода питьевая, крупа рисовая (рис басмати), масло подсолнечное рафинированное дезодорированное, соль пищевая), грудка куриная жареная Батер Чикен (филе грудки куриное замороженное, масло подсолнечное рафиниров",,270.0г,190.5,7.2,6.1,26.7
kombo-sibas-tushka-na-grile-s-salatom-iz-svekly-s-chernoslivom-i-gretskimi-orekhami-97074,Комбо: Сибас тушка на гриле с салатом из свеклы с черносливом и грецкими орехами,695,Готовая еда,https://vkusvill.ru/goods/kombo-sibas-tushka-na-grile-s-salatom-iz-svekly-s-chernoslivom-i-gretskimi-orekhami-97074.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Сибас (продукция аквакультуры) охлажденная, лимон свежий, соль пищевая, перец черный молотый. Продукт производится на предприятии, где используются моллюски, ракообразные. Продукт готов к употреблению. Свекла столовая отварная, масло",,450.0г,66.1,11.8,2.1,
boul-s-bulgurom-krevetkami-i-keshyu-s-imbirno-laymovym-sousom-112037,"Боул с булгуром, креветками и кешью с имбирно-лаймовым соусом",356,Готовая еда,https://vkusvill.ru/goods/boul-s-bulgurom-krevetkami-i-keshyu-s-imbirno-laymovym-sousom-112037.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"крупа киноа отварная (вода питьевая, смесь крупы киноа (крупа киноа белая, крупа киноа красная, крупа киноа черная), масло подсолнечное рафинированное дезодорированное, соль пищевая), креветки с тимьяном жареные (креветки белоногие о",,150.0г,215.1,7.3,15.1,12.5
kotlety-iz-telyatiny-na-paru-109199,Котлеты из телятины на пару,298,Готовая еда,https://vkusvill.ru/goods/kotlety-iz-telyatiny-na-paru-109199.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Телятина, лук репчатый замороженный, молоко питьевое ультрапастеризованное м.д.ж. 3,2%, белок яичный жидкий пастеризованный, вода питьевая, масло подсолнечное рафинированное дезодорированное, соль пищевая, крахмал кукурузный, мука пш",,130.0г,191.7,17.7,11.3,4.8
kapusta-kimchi-konserv-st-b-410-g-79106,"Капуста кимчи консерв. ст/б, 410 г",723,Готовая еда,https://vkusvill.ru/goods/kapusta-kimchi-konserv-st-b-410-g-79106.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"ПЕКИНСКАЯ КАПУСТА, МОРКОВЬ, ФРУКТОЗА, ОСТРЫЙ ПЕРЕЦ, ЧЕСНОК, САХАР, ЛУК, СОЛЬ ПИЩЕВАЯ, ИМБИРЬ, РЕГУЛЯТОР КИСЛОТНОСТИ - ЛИМОННАЯ КИСЛОТА, ВОДА ПИТЬЕВАЯ",,410.0г,32.8,1.2,,7
penne-v-souse-boloneze-iz-kuritsy-354410,Пенне в соусе Болоньезе из курицы,260,Готовая еда,https://vkusvill.ru/goods/penne-v-souse-boloneze-iz-kuritsy-354410.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"макароны Пенне отварные (макаронные изделия группы А высшего сорта (мука из твердой пшеницы для макаронных изделий, вода питьевая), вода питьевая, масло подсолнечное рафинированное дезодорированное), соус Болоньезе из курицы (фарш ку",,250.0г,156,6.15,5.84,18.61
khachapuri-po-megrelski-5-syrov-500-g-96990,"Хачапури по-мегрельски ""5 сыров"", 500 г",430,Готовая еда,https://vkusvill.ru/goods/khachapuri-po-megrelski-5-syrov-500-g-96990.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"мука пшеничная хлебопекарная высшего сорта, сыр Моцарелла м.д.ж. в сухом веществе 45 % (сырный пласт чеддеризированный (молоко нормализованное пастеризованное, соль пищевая, мезофильные и термофильные молочнокислые микроорганизмы, бо",,500.0г,295.7,14.5,12.9,30.4
sup-iz-shpinata-s-kurinoy-grudkoy-kafe-109983,"Суп из шпината с куриной грудкой, кафе",218,Готовая еда,https://vkusvill.ru/goods/sup-iz-shpinata-s-kurinoy-grudkoy-kafe-109983.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"бульон куриный (вода питьевая, бульон пищевой сухой куриный (соль пищевая, сахар, экстракт дрожжей, овощи сушеные (лук репчатый, сельдерей), куркума молотая, фарш варено-сушеный (куриный)), шпинат быстрозамороженный, картофель свежий",,300.0г,25,2.2,0.6,2.7
borshch-vegetarianskiy-390-gramm-61052,"Борщ ""Вегетарианский"", 390 грамм",178,Готовая еда,https://vkusvill.ru/goods/borshch-vegetarianskiy-390-gramm-61052.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Борщ приготовлен так, как вы сами готовили бы дома Он постный, но при этом наваристый, густой и ароматный. Вместо мяса добавлена фасоль. Эти бобы содержат растительные белки, хорошо усваивающиеся организмом. Все ингредиенты свежие и натуральные, никакой химии в составе. Вкусно, полезно и сытно",,390.0г,88.2,1.6,3.4,12.8
